time,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,Total Load % Difference from Forecasted Value,Price % Difference from Forecasted Value,SEASON
1/8/2017 17:00,321,931,10644,5887,295,67,616,883,6620,26,101,3379,308,2728,2843,3080,34260,34727,52.49,67.76,1.36%,29.09%,WINTER
1/8/2017 18:00,322,864,9943,5933,294,0,598,644,6618,25,93,3000,308,2830,2750,2943,33910,34294,51.06,77.95,1.13%,52.66%,WINTER
1/8/2017 19:00,324,802,9714,5933,297,0,597,623,6619,25,93,2639,307,3139,2203,3114,33480,33754,50,82.73,0.82%,65.46%,WINTER
1/8/2017 20:00,325,741,9575,5910,297,0,599,615,6619,27,94,1723,309,3762,1230,3493,33014,33208,50.1,80.36,0.59%,60.40%,WINTER
1/8/2017 21:00,328,737,9739,5875,299,223,603,649,6613,15,94,746,321,4504,649,4221,33188,33519,51.76,78.56,1.00%,51.78%,WINTER
1/8/2017 22:00,332,770,9511,5968,303,8,587,758,6616,15,93,412,314,4603,482,4770,32787,33046,51.21,78.05,0.79%,52.41%,WINTER
1/8/2017 23:00,331,762,8274,5803,303,193,576,500,6621,15,94,348,318,4679,399,4483,30432,30749,50,73.04,1.04%,46.08%,WINTER
1/9/2017 0:00,392,585,4615,3246,341,48,457,450,6841,54,96,622,339,5535,502,5449,26466,26679,47.25,66.19,0.80%,40.08%,WINTER
1/9/2017 1:00,392,571,4376,2713,340,348,443,481,6846,54,95,575,338,5602,470,5590,24982,25178,44.5,61.48,0.78%,38.16%,WINTER
1/9/2017 2:00,389,566,4012,2353,341,664,422,299,6848,55,93,468,337,5595,373,5593,23999,24095,41.3,58.87,0.40%,42.54%,WINTER
1/9/2017 3:00,389,557,3967,2256,339,613,417,295,6850,55,95,396,336,5368,317,5430,23565,23729,40.16,56.8,0.70%,41.43%,WINTER
1/9/2017 4:00,391,589,4015,2227,331,580,414,321,6853,56,95,231,338,5164,205,5214,23461,23539,39.74,55.84,0.33%,40.51%,WINTER
1/9/2017 5:00,395,574,4198,2380,341,550,411,334,6854,55,94,112,338,4798,101,4943,23804,23864,40.16,61.18,0.25%,52.34%,WINTER
1/9/2017 6:00,395,586,4581,2658,344,84,437,578,6852,54,95,94,335,4506,70,4560,25706,25583,44.5,73.09,-0.48%,64.25%,WINTER
1/9/2017 7:00,394,566,5191,3020,347,0,462,883,6853,55,93,102,334,4225,91,4344,27931,27699,49.69,83.74,-0.83%,68.52%,WINTER
1/9/2017 8:00,399,556,5778,3041,331,0,504,1449,6854,58,100,386,334,3982,439,4080,29692,29156,51.73,85.93,-1.81%,66.11%,WINTER
1/9/2017 9:00,398,600,6307,3288,347,0,523,2357,6854,59,100,1358,328,3488,1461,3760,31391,30972,52.25,90.18,-1.33%,72.59%,WINTER
1/9/2017 10:00,398,604,6226,2884,352,0,536,2507,6854,57,99,3155,324,3390,3074,3377,32362,31788,51.48,92.48,-1.77%,79.64%,WINTER
1/9/2017 11:00,399,610,6169,2836,351,0,535,2089,6851,57,92,4312,332,3638,4119,3559,33105,32606,51.72,92.51,-1.51%,78.87%,WINTER
1/9/2017 12:00,394,618,6154,2876,344,0,566,2189,6851,58,94,4792,324,3711,4708,3722,33661,33368,52.49,92.83,-0.87%,76.85%,WINTER
1/9/2017 13:00,395,665,6202,2933,345,0,567,2099,6848,58,98,4967,330,3832,4938,3772,33836,33688,52.97,86.97,-0.44%,64.19%,WINTER
1/9/2017 14:00,393,652,5992,2844,351,11,532,1355,6848,58,100,5055,324,4349,5010,4185,32660,32796,51.48,86.17,0.42%,67.39%,WINTER
1/9/2017 15:00,386,598,5582,2472,350,105,512,953,6845,58,100,4867,331,5180,4813,4920,31554,31744,49.47,84.24,0.60%,70.29%,WINTER
1/9/2017 16:00,390,651,5273,2444,348,46,489,751,6843,55,103,4564,327,6031,4520,5699,31310,31459,47.4,82.74,0.48%,74.56%,WINTER
1/9/2017 17:00,393,587,5127,2410,347,207,493,769,6844,54,105,4102,324,6925,4068,6677,31252,31430,45.65,88.39,0.57%,93.63%,WINTER
1/9/2017 18:00,389,615,4776,2178,347,305,495,666,6844,51,106,3431,324,7896,3237,7611,30920,30997,44.5,94.53,0.25%,112.43%,WINTER
1/9/2017 19:00,384,590,4916,2199,353,384,491,709,6845,51,103,2347,327,8595,2202,8306,30639,30577,44.57,93.83,-0.20%,110.52%,WINTER
1/9/2017 20:00,386,578,5190,2294,355,161,497,1075,6848,53,101,1128,327,8764,1132,8814,31360,30866,49,90.48,-1.58%,84.65%,WINTER
1/9/2017 21:00,386,590,5395,2518,357,0,511,1062,6849,53,104,705,330,9012,590,8799,32146,31754,49.48,82.37,-1.22%,66.47%,WINTER
1/9/2017 22:00,381,574,4519,2171,358,35,502,909,6849,52,105,656,328,8821,574,8929,29700,29437,43.15,78.81,-0.89%,82.64%,WINTER
1/9/2017 23:00,382,561,4117,1898,347,168,468,826,6841,53,103,642,330,8373,516,8610,27647,27444,38.68,73.94,-0.73%,91.16%,WINTER
1/10/2017 0:00,375,637,5679,3868,259,93,370,770,5970,54,95,52,292,3209,71,3218,23526,23790,50.82,66.64,1.12%,31.13%,WINTER
1/10/2017 1:00,372,654,5278,3721,259,250,365,607,5972,54,94,50,286,2868,43,2993,22332,22473,47.4,62.12,0.63%,31.05%,WINTER
1/10/2017 2:00,371,684,5073,3668,258,728,367,427,5974,53,94,49,299,2482,15,2652,21434,21526,44.68,59.38,0.43%,32.90%,WINTER
1/10/2017 3:00,363,693,5217,3799,258,732,366,486,5976,53,92,48,301,2191,21,2221,20831,21044,44.58,57.07,1.02%,28.02%,WINTER
1/10/2017 4:00,365,681,5091,3809,256,730,368,469,5977,54,94,48,303,2136,39,2055,20496,20651,44.53,55.2,0.76%,23.96%,WINTER
1/10/2017 5:00,353,677,5086,3886,259,729,365,449,5978,54,95,48,303,2168,25,2139,20354,20589,44.51,58.42,1.15%,31.25%,WINTER
1/10/2017 6:00,350,646,5355,3756,259,815,360,334,5978,53,93,48,296,2193,20,2214,20603,20878,44.53,64.92,1.33%,45.79%,WINTER
1/10/2017 7:00,354,660,5395,3601,261,763,361,278,5979,54,93,51,299,2271,23,2272,21174,21318,44.68,76.47,0.68%,71.15%,WINTER
1/10/2017 8:00,361,679,5425,3683,261,713,364,360,5979,54,95,75,304,2294,161,2284,21107,21441,44.68,82.63,1.58%,84.94%,WINTER
1/10/2017 9:00,367,638,5552,3826,261,250,389,437,5979,55,97,563,303,2407,711,2319,22485,22811,50.01,83.2,1.45%,66.37%,WINTER
1/10/2017 10:00,365,640,5959,3765,260,14,429,593,5978,55,97,1275,301,2453,1416,2423,23865,24314,53.32,84.68,1.88%,58.81%,WINTER
1/10/2017 11:00,361,664,5979,3977,259,0,435,413,5977,55,97,2301,301,2514,2291,2475,24607,25050,54.52,83.22,1.80%,52.64%,WINTER
1/10/2017 12:00,359,643,5937,4055,254,0,429,458,5977,55,96,3133,299,2650,2861,2642,24998,25398,54.15,81.46,1.60%,50.43%,WINTER
1/10/2017 13:00,357,651,6200,4117,261,0,419,602,5974,54,96,3415,302,2744,3125,2869,25449,26034,53.65,79.02,2.30%,47.29%,WINTER
1/10/2017 14:00,359,644,6156,4123,261,0,416,610,5973,55,95,3260,302,2787,3097,2751,25340,25790,51.97,77.96,1.78%,50.01%,WINTER
1/10/2017 15:00,348,661,5851,3984,261,183,387,667,5972,55,95,2949,302,3170,3097,3022,24300,24686,50.25,74.29,1.59%,47.84%,WINTER
1/10/2017 16:00,347,687,5636,3892,261,195,375,630,5970,52,94,2553,298,3333,2681,3346,23872,24022,48.85,73,0.63%,49.44%,WINTER
1/10/2017 17:00,350,648,6018,3956,261,18,361,565,5969,53,96,1963,298,3357,2019,3402,23631,23845,47,76.81,0.91%,63.43%,WINTER
1/10/2017 18:00,350,628,6436,4051,258,0,366,809,5969,53,97,1335,299,3253,1396,3283,23747,23901,46.13,83.44,0.65%,80.88%,WINTER
1/10/2017 19:00,347,628,7502,4093,261,0,387,1024,5969,54,95,652,299,3089,659,3174,24772,24800,51.07,85.13,0.11%,66.69%,WINTER
1/10/2017 20:00,349,628,8797,4102,261,0,409,2583,5969,54,95,276,301,3149,207,3103,27480,27613,59.09,85.39,0.48%,44.51%,WINTER
1/10/2017 21:00,357,642,9043,4067,263,0,434,2575,5969,55,95,186,302,3295,125,3232,27960,28173,60.21,80.79,0.76%,34.18%,WINTER
1/10/2017 22:00,357,645,8777,4060,273,0,416,1926,5969,55,94,85,303,3406,110,3410,26587,26868,58.08,77.44,1.06%,33.33%,WINTER
1/10/2017 23:00,356,643,7615,4075,274,0,394,761,5970,55,93,56,301,3451,94,3486,24946,25179,53.47,69.19,0.93%,29.40%,WINTER
1/11/2017 0:00,363,620,5507,5065,342,153,341,654,5018,54,93,74,263,5622,35,5429,24758,24594,50.07,64.7,-0.66%,29.22%,WINTER
1/11/2017 1:00,368,603,5301,5011,329,269,334,557,5017,55,94,65,264,5930,25,5859,23542,23449,48.47,61.54,-0.40%,26.97%,WINTER
1/11/2017 2:00,365,587,4414,4507,333,400,319,285,5019,54,94,60,268,6166,29,6035,22438,22498,44.69,57.28,0.27%,28.17%,WINTER
1/11/2017 3:00,360,581,4250,4008,329,554,323,190,5018,55,91,59,276,6111,51,6141,22127,22025,41.89,57.23,-0.46%,36.62%,WINTER
1/11/2017 4:00,362,578,4088,4000,325,899,311,216,5019,55,89,35,283,5992,31,6000,21915,21562,41.39,55.91,-1.61%,35.08%,WINTER
1/11/2017 5:00,364,582,4181,3932,321,1015,305,296,5020,55,88,33,288,5860,32,5912,21440,21405,39.82,57.79,-0.16%,45.13%,WINTER
1/11/2017 6:00,354,606,4398,4028,323,849,306,350,5019,55,89,34,289,5518,30,5708,21496,21451,40.32,64.5,-0.21%,59.97%,WINTER
1/11/2017 7:00,339,583,4517,3974,326,458,320,368,5018,55,91,34,290,5472,54,5435,21799,21734,41.12,77.42,-0.30%,88.28%,WINTER
1/11/2017 8:00,358,583,4596,4114,329,398,327,384,5018,55,91,425,286,5464,412,5457,21965,22264,41.39,85.79,1.36%,107.27%,WINTER
1/11/2017 9:00,363,586,4531,4367,328,318,356,471,5018,55,91,1444,283,5427,1330,5366,23290,24041,45,86.79,3.22%,92.87%,WINTER
1/11/2017 10:00,368,575,4376,4191,328,317,337,397,5017,55,91,2817,288,5611,2642,5479,24037,25137,45.89,88.47,4.58%,92.79%,WINTER
1/11/2017 11:00,362,560,4615,3953,327,421,328,405,5017,55,93,3601,285,5738,3482,5689,24461,25488,46.61,88.64,4.20%,90.17%,WINTER
1/11/2017 12:00,362,590,4664,4124,322,248,317,415,5016,54,95,3682,284,5572,3858,5713,24599,25554,48.4,88.32,3.88%,82.48%,WINTER
1/11/2017 13:00,363,592,4501,4107,321,120,311,339,5017,55,95,3553,284,5426,3686,5409,25013,25816,46.6,87.07,3.21%,86.85%,WINTER
1/11/2017 14:00,358,588,4467,4002,322,502,306,271,5017,55,95,3314,283,5498,3380,5403,25123,25439,43.4,87.49,1.26%,101.59%,WINTER
1/11/2017 15:00,362,579,4536,3958,320,1148,324,279,5017,54,95,2950,288,5435,2926,5426,24003,24297,41.34,86.36,1.22%,108.90%,WINTER
1/11/2017 16:00,360,570,4540,4156,303,1098,326,302,5017,54,96,2174,294,5240,2177,5318,23297,23553,41.34,86.85,1.10%,110.09%,WINTER
1/11/2017 17:00,355,622,5321,4971,309,397,345,591,5016,55,95,890,295,5036,1206,5151,23541,23560,51.47,94.56,0.08%,83.72%,WINTER
1/11/2017 18:00,347,594,5747,5297,314,88,350,1176,5016,55,95,260,295,5003,425,5040,25503,25710,61.99,100.58,0.81%,62.25%,WINTER
1/11/2017 19:00,357,574,5737,5341,320,0,372,1686,5017,54,94,156,281,5377,150,5259,26617,27176,65.55,100.46,2.10%,53.26%,WINTER
1/11/2017 20:00,341,565,5653,5204,315,0,402,1828,5018,54,95,148,271,5832,112,5730,27794,27859,65.89,97.48,0.23%,47.94%,WINTER
1/11/2017 21:00,358,414,5923,5373,311,0,396,1931,5018,53,93,70,289,6011,52,6019,27718,27407,65.66,88.81,-1.12%,35.26%,WINTER
1/11/2017 22:00,364,392,5430,5260,320,0,371,942,5018,53,91,77,299,6319,31,6173,26242,26086,62.19,87.38,-0.59%,40.50%,WINTER
1/11/2017 23:00,367,379,4781,4841,319,230,336,492,5018,53,90,87,290,6631,30,6476,24629,24229,50.64,86.05,-1.62%,69.92%,WINTER
1/12/2017 0:00,383,982,8080,6830,338,177,421,442,5051,54,107,27,299,7593,16,7489,28611,28697,71.35,80.84,0.30%,13.30%,WINTER
1/12/2017 1:00,385,962,6273,6708,333,181,414,378,5052,54,103,15,287,7559,24,7570,26622,26702,61.49,71.71,0.30%,16.62%,WINTER
1/12/2017 2:00,380,974,5670,6781,330,282,416,259,5051,54,103,11,284,7671,18,7562,25463,25472,59.91,67.1,0.04%,12.00%,WINTER
1/12/2017 3:00,383,882,5523,6600,333,743,417,267,5054,54,104,12,296,7971,7,7946,24995,24981,53.45,64.31,-0.06%,20.32%,WINTER
1/12/2017 4:00,385,816,5398,6451,331,750,417,205,5053,55,102,15,293,8556,2,8364,24896,24816,52.6,62.67,-0.32%,19.14%,WINTER
1/12/2017 5:00,384,873,6202,6460,333,484,421,267,5050,56,102,16,293,9296,6,9087,25597,25507,55.59,65.89,-0.35%,18.53%,WINTER
1/12/2017 6:00,384,919,7387,6506,333,283,423,372,5051,56,96,15,282,9816,6,9716,28244,28185,56.41,79.63,-0.21%,41.16%,WINTER
1/12/2017 7:00,384,975,9745,6632,339,0,453,677,5050,56,100,10,275,10216,25,10128,33526,32933,72.05,87.44,-1.77%,21.36%,WINTER
1/12/2017 8:00,392,983,11026,6727,333,0,484,651,5050,57,104,118,270,10864,183,10484,36053,35480,73.8,95.71,-1.59%,29.69%,WINTER
1/12/2017 9:00,394,984,10711,6740,338,0,520,775,5049,59,100,975,233,11033,927,11062,37067,36591,74.78,96.76,-1.28%,29.39%,WINTER
1/12/2017 10:00,390,984,10718,6739,339,0,557,898,5048,59,104,2052,229,10985,2005,11128,37619,37038,72.05,96.88,-1.54%,34.46%,WINTER
1/12/2017 11:00,383,959,9904,6683,342,0,540,842,5048,56,98,3037,238,11180,2896,11152,37430,36861,70.62,94.89,-1.52%,34.37%,WINTER
1/12/2017 12:00,378,982,9893,6860,340,205,534,528,5047,54,96,3419,252,11852,3291,11731,37033,36559,66.96,92.24,-1.28%,37.75%,WINTER
1/12/2017 13:00,383,983,10310,6330,342,274,528,525,5045,54,105,3389,272,12449,3295,12279,36710,36569,63.12,89.3,-0.38%,41.48%,WINTER
1/12/2017 14:00,387,985,9889,5840,343,649,552,449,5044,58,107,3122,288,12865,3179,12805,35539,35546,57.74,87.6,0.02%,51.71%,WINTER
1/12/2017 15:00,382,982,9975,5901,347,689,563,489,5044,68,113,2643,288,12669,2781,12685,35053,35054,57.68,85.16,0.00%,47.64%,WINTER
1/12/2017 16:00,385,982,10238,6112,341,102,552,445,5046,67,113,1999,310,12149,1876,12290,34997,34972,59.5,85.09,-0.07%,43.01%,WINTER
1/12/2017 17:00,386,985,10871,6204,343,13,555,1291,5046,65,110,885,320,11014,882,11291,35918,35484,69.53,88.24,-1.21%,26.91%,WINTER
1/12/2017 18:00,387,985,11695,6307,352,0,575,2868,5046,66,110,170,307,10524,186,10409,37749,37231,75.75,92.43,-1.37%,22.02%,WINTER
1/12/2017 19:00,388,985,11813,6464,345,0,606,2670,5046,64,108,24,324,10709,135,10461,37691,37590,77.53,91.55,-0.27%,18.08%,WINTER
1/12/2017 20:00,391,985,12081,6545,350,0,631,2098,5047,65,110,22,327,10482,17,10583,37741,37403,77.59,88.48,-0.90%,14.04%,WINTER
1/12/2017 21:00,389,945,10572,6513,355,0,571,1854,5051,63,109,22,329,9997,9,10169,36732,36414,71.47,83,-0.87%,16.13%,WINTER
1/12/2017 22:00,381,869,9752,6426,348,0,544,1965,5050,55,107,22,315,9384,10,9595,34392,34196,70.62,77.54,-0.57%,9.80%,WINTER
1/12/2017 23:00,380,752,9592,6277,346,0,528,920,5050,53,104,22,324,9080,9,9114,31388,31555,70.32,74.15,0.53%,5.45%,WINTER
1/13/2017 0:00,345,904,4002,6456,284,991,609,652,6790,54,104,72,329,10651,16,10587,28115,27809,59.2,66.1,-1.09%,11.66%,WINTER
1/13/2017 1:00,348,904,3815,6392,277,2616,596,367,6785,54,104,70,325,10984,5,10911,25948,25711,53.2,60.84,-0.91%,14.36%,WINTER
1/13/2017 2:00,350,905,3763,6114,278,3732,596,335,6782,53,102,68,324,10779,6,10882,24663,24333,50.16,57.13,-1.34%,13.90%,WINTER
1/13/2017 3:00,346,937,3850,5890,280,3931,594,376,6780,53,101,68,324,10624,10,10719,24115,23765,46.34,53.66,-1.45%,15.80%,WINTER
1/13/2017 4:00,345,906,3628,5272,279,3989,592,260,6781,54,98,68,328,10812,11,10675,24015,23704,43.66,49.86,-1.30%,14.20%,WINTER
1/13/2017 5:00,348,901,3742,5913,282,3774,595,361,6778,53,100,67,327,10905,11,10888,24669,24421,48.52,54.07,-1.01%,11.44%,WINTER
1/13/2017 6:00,350,909,3993,6521,275,2388,601,598,6782,53,101,67,321,10608,10,10720,27193,27034,53.09,59.94,-0.58%,12.90%,WINTER
1/13/2017 7:00,353,919,4621,6717,285,345,618,1334,6787,52,99,78,313,10253,13,10393,32031,31836,59.2,64.87,-0.61%,9.58%,WINTER
1/13/2017 8:00,353,889,5335,6824,297,1,646,3159,6791,53,101,93,319,9630,83,9887,35050,34619,70.49,78.63,-1.23%,11.55%,WINTER
1/13/2017 9:00,350,918,6288,6963,305,0,684,3002,6789,53,102,657,328,9456,576,9328,36451,35445,77.09,84.89,-2.76%,10.12%,WINTER
1/13/2017 10:00,352,927,6639,7021,305,0,710,2558,6790,52,102,1753,334,9384,1395,9572,36815,36050,78.07,86.58,-2.08%,10.90%,WINTER
1/13/2017 11:00,355,915,6340,6931,305,0,702,1765,6787,52,101,2792,333,9810,2319,9602,36567,35916,75.51,84.66,-1.78%,12.12%,WINTER
1/13/2017 12:00,350,889,5820,6854,304,23,700,1119,6789,52,99,3374,330,10364,2822,10243,35938,35512,72.94,82.22,-1.19%,12.72%,WINTER
1/13/2017 13:00,354,945,5814,6901,299,344,694,1251,6789,52,105,3407,320,10303,3214,10407,35592,35393,70.69,79.51,-0.56%,12.48%,WINTER
1/13/2017 14:00,355,938,5772,6813,305,1019,702,1010,6790,56,106,3261,330,10445,3102,10253,34278,34207,69.48,78.75,-0.21%,13.34%,WINTER
1/13/2017 15:00,351,915,5411,6821,304,1132,692,736,6791,54,106,3182,324,10795,2819,10517,33631,33597,69.07,77.42,-0.10%,12.09%,WINTER
1/13/2017 16:00,356,883,5591,6774,305,705,695,821,6789,51,106,2641,324,10501,2218,10500,33324,33316,70.49,78.68,-0.02%,11.62%,WINTER
1/13/2017 17:00,353,920,6471,6882,303,333,713,1504,6791,51,108,1394,327,9686,1276,9937,33794,33678,75.48,83.98,-0.34%,11.26%,WINTER
1/13/2017 18:00,357,948,7624,6985,303,0,727,3275,6792,52,110,359,331,8892,380,8929,35858,35646,80.15,91.37,-0.59%,14.00%,WINTER
1/13/2017 19:00,356,976,8029,7041,303,0,747,4286,6793,51,110,84,331,8292,183,8358,36977,36778,85,95.88,-0.54%,12.80%,WINTER
1/13/2017 20:00,358,961,8215,7039,304,0,768,4723,6853,51,109,54,330,7614,26,7759,37026,36702,85,95.51,-0.88%,12.36%,WINTER
1/13/2017 21:00,360,914,7531,6997,302,0,754,4233,6974,50,105,42,328,6989,19,6957,36162,36061,81.19,89.99,-0.28%,10.84%,WINTER
1/13/2017 22:00,360,922,7091,7026,302,0,731,3871,7082,50,106,41,323,6237,10,6473,33745,33806,81.19,88.65,0.18%,9.19%,WINTER
1/13/2017 23:00,354,941,6755,6979,299,40,706,3308,7098,49,104,40,329,5801,10,5893,30766,31023,80,87.68,0.84%,9.60%,WINTER
1/14/2017 0:00,347,922,5523,6944,267,388,643,1834,7097,48,100,41,331,6041,10,5831,28370,28770,75,82.15,1.41%,9.53%,WINTER
1/14/2017 1:00,346,897,4705,6717,266,479,614,1378,7101,48,98,41,331,6308,10,6269,26243,26558,65.13,72.89,1.20%,11.91%,WINTER
1/14/2017 2:00,344,896,4001,6755,262,886,625,669,7102,47,98,40,332,6523,10,6511,24577,25029,59.71,67.51,1.84%,13.06%,WINTER
1/14/2017 3:00,345,897,4026,6425,255,2798,614,413,7102,48,99,41,332,7039,10,6899,23746,24220,55.25,63.73,2.00%,15.35%,WINTER
1/14/2017 4:00,349,926,4036,6099,249,3755,622,479,7095,48,100,40,325,7123,9,7212,23363,23872,50.01,58.55,2.18%,17.08%,WINTER
1/14/2017 5:00,352,915,4039,6174,241,3482,615,426,7095,49,98,41,325,7499,9,7357,23355,23890,52.93,60.75,2.29%,14.77%,WINTER
1/14/2017 6:00,355,918,3921,6440,240,3039,608,377,7094,50,99,32,336,7961,10,7883,24062,24341,55.99,63.54,1.16%,13.48%,WINTER
1/14/2017 7:00,355,894,4302,6761,242,1497,618,722,7093,49,98,42,337,7785,19,7989,25876,25915,58.03,65.9,0.15%,13.56%,WINTER
1/14/2017 8:00,360,882,4951,6610,242,730,625,1185,7104,49,95,65,338,7555,101,7571,27521,27647,58.93,67.89,0.46%,15.20%,WINTER
1/14/2017 9:00,360,886,4820,6435,242,0,646,3192,7101,49,95,780,330,7271,769,7341,29886,30303,69.17,75.98,1.40%,9.85%,WINTER
1/14/2017 10:00,361,885,4571,6443,241,0,670,4329,7097,50,95,2080,323,7105,1885,7190,32027,32533,70.49,77.4,1.58%,9.80%,WINTER
1/14/2017 11:00,359,885,4526,6432,242,0,666,3900,7094,49,92,3171,323,7133,3106,7239,32434,32852,69.19,75.35,1.29%,8.90%,WINTER
1/14/2017 12:00,361,885,4622,6393,241,0,660,2926,7095,51,95,3801,319,7663,3834,7498,32013,32263,62.58,69.15,0.78%,10.50%,WINTER
1/14/2017 13:00,364,889,4317,6356,242,0,643,1992,7093,52,95,3886,311,8477,3845,8256,32074,32193,61.23,67.52,0.37%,10.27%,WINTER
1/14/2017 14:00,363,885,4256,6295,232,78,656,1160,7090,53,94,3768,304,9234,3596,9099,31425,31590,59.03,65.53,0.53%,11.01%,WINTER
1/14/2017 15:00,364,948,4175,6472,229,1037,681,772,7088,53,95,3476,292,9173,3158,9369,30316,30336,58.03,65.89,0.07%,13.54%,WINTER
1/14/2017 16:00,363,898,4170,6254,226,1305,663,442,7090,54,96,2886,292,9276,2625,9306,29587,29549,58.03,65.4,-0.13%,12.70%,WINTER
1/14/2017 17:00,366,907,4666,6374,229,427,714,1706,7095,54,97,1579,285,8793,1450,8865,29822,29567,63.15,70.65,-0.86%,11.88%,WINTER
1/14/2017 18:00,364,918,4700,6419,229,0,784,2987,7096,54,100,397,277,8464,466,8264,32283,31858,78.55,87.05,-1.32%,10.82%,WINTER
1/14/2017 19:00,361,976,4660,6406,228,0,785,3970,7097,53,103,55,276,8397,177,8332,33740,33480,81.79,89.66,-0.77%,9.62%,WINTER
1/14/2017 20:00,361,946,4827,6415,229,0,788,3573,7099,54,102,50,287,8465,30,8389,34237,34018,78,86.17,-0.64%,10.47%,WINTER
1/14/2017 21:00,360,949,4939,6478,230,0,780,3464,7102,55,101,33,287,8565,11,8571,33795,33936,76.51,84.57,0.42%,10.53%,WINTER
1/14/2017 22:00,362,915,5026,6486,207,0,752,3072,7101,54,101,32,294,8297,10,8449,31943,32418,72.89,80.2,1.49%,10.03%,WINTER
1/14/2017 23:00,361,906,5223,6445,206,0,723,2625,7098,55,104,33,299,8072,10,8142,29550,30070,70.31,77.68,1.76%,10.48%,WINTER
1/15/2017 0:00,362,909,4790,6257,205,102,670,1064,7100,56,101,32,297,8191,13,7969,27116,27627,64.87,73.26,1.88%,12.93%,WINTER
1/15/2017 1:00,360,897,4624,6130,205,1409,629,561,7092,56,97,33,296,8260,11,8199,24871,25301,58.65,68.18,1.73%,16.25%,WINTER
1/15/2017 2:00,361,886,4139,6010,205,2508,612,291,7059,55,95,33,288,8124,10,8339,23173,23640,55.08,63.97,2.02%,16.14%,WINTER
1/15/2017 3:00,358,922,4259,5862,205,3574,619,398,7038,55,97,32,285,8031,10,8114,22312,22714,51.59,61.73,1.80%,19.65%,WINTER
1/15/2017 4:00,357,888,4049,5820,202,3963,606,397,7041,57,97,32,278,8149,10,8163,21920,22347,50,58.97,1.95%,17.94%,WINTER
1/15/2017 5:00,358,907,4071,5870,206,4077,607,460,7052,56,96,32,276,8474,10,8401,22001,22251,50,59.44,1.14%,18.88%,WINTER
1/15/2017 6:00,354,893,4067,6004,206,3801,601,427,7064,57,96,30,287,8658,11,8742,22458,22617,51,59.99,0.71%,17.63%,WINTER
1/15/2017 7:00,354,913,4173,6150,207,3341,599,538,7074,58,96,41,280,8890,22,8814,23415,23525,52.19,61.46,0.47%,17.76%,WINTER
1/15/2017 8:00,351,896,4134,6264,207,2864,610,582,7085,57,95,69,272,9266,98,8973,24078,24293,55.19,64.03,0.89%,16.02%,WINTER
1/15/2017 9:00,357,905,3797,6420,207,1789,622,834,7094,56,95,696,272,9308,682,9265,26259,26420,57.73,66.51,0.61%,15.21%,WINTER
1/15/2017 10:00,352,882,3862,6508,206,298,618,1315,7099,56,95,1786,270,9116,1656,9323,28526,28842,60.71,68.82,1.11%,13.36%,WINTER
1/15/2017 11:00,331,895,3871,6522,206,0,625,1760,7102,56,96,2836,272,8882,2818,9051,29404,29818,62.08,69.53,1.41%,12.00%,WINTER
1/15/2017 12:00,332,864,3910,6297,207,0,617,1281,7104,54,96,3380,279,9284,3462,9113,29242,29728,58.93,66.88,1.66%,13.49%,WINTER
1/15/2017 13:00,333,863,3918,6354,206,13,622,968,7102,54,97,3419,279,9816,3560,9622,29527,30013,61.12,68.87,1.65%,12.68%,WINTER
1/15/2017 14:00,334,892,3852,6592,205,572,628,731,7103,54,98,3249,289,10160,3353,10072,29546,29842,58.53,65.96,1.00%,12.69%,WINTER
1/15/2017 15:00,332,876,3843,6618,207,1559,628,628,7103,55,99,2961,290,10321,2942,10356,28280,28530,57.51,65.55,0.88%,13.98%,WINTER
1/15/2017 16:00,332,878,3881,6693,207,1586,636,652,7102,56,97,2354,287,10202,2221,10266,27585,27879,57.12,65.56,1.07%,14.78%,WINTER
1/15/2017 17:00,328,910,3907,6732,205,790,690,998,7101,56,99,1142,279,9917,1322,9960,27688,27969,60.1,68.14,1.01%,13.38%,WINTER
1/15/2017 18:00,332,850,4106,6714,200,55,695,2592,7100,57,99,266,278,9678,489,9665,30371,30356,71.01,79.71,-0.05%,12.25%,WINTER
1/15/2017 19:00,330,720,4182,6890,198,0,757,4337,7101,57,101,124,285,9444,93,9606,32370,32468,80,87.53,0.30%,9.41%,WINTER
1/15/2017 20:00,329,638,4219,6916,194,0,752,4631,7100,58,101,88,287,9387,61,9456,33827,33681,79.37,86.95,-0.43%,9.55%,WINTER
1/15/2017 21:00,331,636,4210,6894,205,0,730,4169,7101,58,100,70,286,9633,43,9481,33889,33716,76.55,84.26,-0.51%,10.07%,WINTER
1/15/2017 22:00,333,607,4334,6790,213,0,704,3551,7103,58,99,70,273,9848,36,9719,32374,32628,75.83,82.75,0.78%,9.13%,WINTER
1/15/2017 23:00,331,597,4483,6691,213,200,655,2373,7102,57,99,48,274,10027,24,9953,29611,29873,69.48,76.9,0.88%,10.68%,WINTER
